what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1521775109780
error,log,,,"CPU master group not set.",1521775109783
error,log,,,"Expected base address of system ID component is undefined.",1521775109787
error,log,,,"SOPC design not set.",1521775109790
error,log,,,"CPU module not set.",1521775109793
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775109797
error,log,,,"CPU architecture type not set. ",1521775109800
error,log,,,"CPU master group not set.",1521775109803
error,log,,,"Expected base address of system ID component is undefined.",1521775109806
error,log,,,"SOPC design not set.",1521775109809
error,log,,,"CPU module not set.",1521775109812
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775109816
error,log,,,"CPU architecture type not set. ",1521775109819
error,log,,,"CPU master group not set.",1521775109822
error,log,,,"Expected base address of system ID component is undefined.",1521775109825
error,log,,,"SOPC design not set.",1521775110607
error,log,,,"CPU module not set.",1521775110610
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110614
error,log,,,"CPU architecture type not set. ",1521775110617
error,log,,,"CPU master group not set.",1521775110620
error,log,,,"Expected base address of system ID component is undefined.",1521775110623
error,log,,,"SOPC design not set.",1521775110627
error,log,,,"CPU module not set.",1521775110630
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110634
error,log,,,"CPU architecture type not set. ",1521775110637
error,log,,,"CPU master group not set.",1521775110640
error,log,,,"Connected system ID hash not found on target at expected base address.",1521775110643
error,log,,,"Connected system timestamp not found on target at expected base address.",1521775110646
error,log,,,"SOPC design not set.",1521775110650
error,log,,,"CPU module not set.",1521775110654
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110658
error,log,,,"CPU architecture type not set. ",1521775110661
error,log,,,"CPU master group not set.",1521775110664
error,log,,,"SOPC design not set.",1521775110671
error,log,,,"CPU module not set.",1521775110674
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110677
error,log,,,"CPU architecture type not set. ",1521775110680
error,log,,,"SOPC design not set.",1521775110683
error,log,,,"CPU master group not set.",1521775110686
error,log,,,"CPU module not set.",1521775110690
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110696
error,log,,,"SOPC design not set.",1521775110699
error,log,,,"CPU architecture type not set. ",1521775110702
error,log,,,"CPU module not set.",1521775110705
error,log,,,"CPU master group not set.",1521775110709
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110712
error,log,,,"CPU architecture type not set. ",1521775110718
error,log,,,"CPU master group not set.",1521775110721
error,log,,,"SOPC design not set.",1521775110819
error,log,,,"CPU module not set.",1521775110823
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775110827
error,log,,,"CPU architecture type not set. ",1521775110831
error,log,,,"CPU master group not set.",1521775110836
error,log,,,"SOPC design not set.",1521775111181
error,log,,,"CPU module not set.",1521775111184
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775111188
error,log,,,"CPU architecture type not set. ",1521775111191
error,log,,,"CPU master group not set.",1521775111194
error,log,,,"SOPC design not set.",1521775111197
error,log,,,"CPU module not set.",1521775111200
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775111204
error,log,,,"CPU architecture type not set. ",1521775111207
error,log,,,"CPU master group not set.",1521775111210
error,log,,,"Expected base address of system ID component is undefined.",1521775111213
error,log,,,"SOPC design not set.",1521775111216
error,log,,,"CPU module not set.",1521775111219
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775111222
error,log,,,"CPU architecture type not set. ",1521775111226
error,log,,,"CPU master group not set.",1521775111229
error,log,,,"Expected base address of system ID component is undefined.",1521775111232
error,log,,,"SOPC design not set.",1521775111235
error,log,,,"CPU module not set.",1521775111238
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775111241
error,log,,,"CPU architecture type not set. ",1521775111244
error,log,,,"CPU master group not set.",1521775111247
error,log,,,"Expected base address of system ID component is undefined.",1521775111251
error,log,,,"SOPC design not set.",1521775111254
error,log,,,"CPU module not set.",1521775111257
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775111260
error,log,,,"CPU architecture type not set. ",1521775111264
error,log,,,"CPU master group not set.",1521775111267
error,log,,,"Expected base address of system ID component is undefined.",1521775111272
error,log,,,"SOPC design not set.",1521775112036
error,log,,,"CPU module not set.",1521775112040
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112043
error,log,,,"CPU architecture type not set. ",1521775112046
error,log,,,"CPU master group not set.",1521775112049
error,log,,,"Expected base address of system ID component is undefined.",1521775112053
error,log,,,"SOPC design not set.",1521775112056
error,log,,,"CPU module not set.",1521775112060
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112063
error,log,,,"CPU architecture type not set. ",1521775112066
error,log,,,"CPU master group not set.",1521775112070
error,log,,,"Connected system ID hash not found on target at expected base address.",1521775112073
error,log,,,"Connected system timestamp not found on target at expected base address.",1521775112076
error,log,,,"SOPC design not set.",1521775112080
error,log,,,"CPU module not set.",1521775112083
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112087
error,log,,,"CPU architecture type not set. ",1521775112090
error,log,,,"CPU master group not set.",1521775112093
error,log,,,"SOPC design not set.",1521775112100
error,log,,,"CPU module not set.",1521775112103
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112106
error,log,,,"CPU architecture type not set. ",1521775112109
error,log,,,"SOPC design not set.",1521775112113
error,log,,,"CPU master group not set.",1521775112116
error,log,,,"CPU module not set.",1521775112119
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112125
error,log,,,"SOPC design not set.",1521775112128
error,log,,,"CPU architecture type not set. ",1521775112132
error,log,,,"CPU module not set.",1521775112135
error,log,,,"CPU master group not set.",1521775112138
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112141
error,log,,,"CPU architecture type not set. ",1521775112147
error,log,,,"CPU master group not set.",1521775112150
error,log,,,"SOPC design not set.",1521775112249
error,log,,,"CPU module not set.",1521775112252
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775112255
error,log,,,"CPU architecture type not set. ",1521775112259
error,log,,,"CPU master group not set.",1521775112262
error,log,,,"SOPC design not set.",1521775114740
error,log,,,"CPU module not set.",1521775114744
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775114747
error,log,,,"CPU architecture type not set. ",1521775114751
error,log,,,"CPU master group not set.",1521775114754
error,log,,,"SOPC design not set.",1521775114757
error,log,,,"CPU module not set.",1521775114760
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775114763
error,log,,,"CPU architecture type not set. ",1521775114767
error,log,,,"CPU master group not set.",1521775114770
error,log,,,"Expected base address of system ID component is undefined.",1521775114774
error,log,,,"SOPC design not set.",1521775114777
error,log,,,"CPU module not set.",1521775114780
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775114784
error,log,,,"CPU architecture type not set. ",1521775114787
error,log,,,"CPU master group not set.",1521775114790
error,log,,,"Expected base address of system ID component is undefined.",1521775114793
error,log,,,"SOPC design not set.",1521775114796
error,log,,,"CPU module not set.",1521775114799
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775114802
error,log,,,"CPU architecture type not set. ",1521775114805
error,log,,,"CPU master group not set.",1521775114808
error,log,,,"Expected base address of system ID component is undefined.",1521775114811
error,log,,,"SOPC design not set.",1521775114815
error,log,,,"CPU module not set.",1521775114818
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775114821
error,log,,,"CPU architecture type not set. ",1521775114824
error,log,,,"CPU master group not set.",1521775114827
error,log,,,"Expected base address of system ID component is undefined.",1521775114830
error,log,,,"SOPC design not set.",1521775115605
error,log,,,"CPU module not set.",1521775115609
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115612
error,log,,,"CPU architecture type not set. ",1521775115616
error,log,,,"CPU master group not set.",1521775115619
error,log,,,"Expected base address of system ID component is undefined.",1521775115622
error,log,,,"SOPC design not set.",1521775115626
error,log,,,"CPU module not set.",1521775115629
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115632
error,log,,,"CPU architecture type not set. ",1521775115636
error,log,,,"CPU master group not set.",1521775115639
error,log,,,"Connected system ID hash not found on target at expected base address.",1521775115642
error,log,,,"Connected system timestamp not found on target at expected base address.",1521775115645
error,log,,,"SOPC design not set.",1521775115649
error,log,,,"CPU module not set.",1521775115652
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115656
error,log,,,"CPU architecture type not set. ",1521775115659
error,log,,,"CPU master group not set.",1521775115663
error,log,,,"SOPC design not set.",1521775115670
error,log,,,"CPU module not set.",1521775115673
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115676
error,log,,,"CPU architecture type not set. ",1521775115680
error,log,,,"SOPC design not set.",1521775115683
error,log,,,"CPU master group not set.",1521775115686
error,log,,,"CPU module not set.",1521775115690
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115696
error,log,,,"SOPC design not set.",1521775115699
error,log,,,"CPU architecture type not set. ",1521775115703
error,log,,,"CPU module not set.",1521775115706
error,log,,,"CPU master group not set.",1521775115709
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115712
error,log,,,"CPU architecture type not set. ",1521775115719
error,log,,,"CPU master group not set.",1521775115722
error,log,,,"SOPC design not set.",1521775115816
error,log,,,"CPU module not set.",1521775115820
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775115823
error,log,,,"CPU architecture type not set. ",1521775115826
error,log,,,"CPU master group not set.",1521775115830
error,log,,,"SOPC design not set.",1521775134239
error,log,,,"CPU module not set.",1521775134243
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775134249
error,log,,,"CPU architecture type not set. ",1521775134252
error,log,,,"CPU master group not set.",1521775134255
error,log,,,"SOPC design not set.",1521775134258
error,log,,,"CPU module not set.",1521775134261
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775134264
error,log,,,"CPU architecture type not set. ",1521775134267
error,log,,,"CPU master group not set.",1521775134271
error,log,,,"Expected base address of system ID component is undefined.",1521775134274
error,log,,,"SOPC design not set.",1521775134277
error,log,,,"CPU module not set.",1521775134280
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775134283
error,log,,,"CPU architecture type not set. ",1521775134286
error,log,,,"CPU master group not set.",1521775134290
error,log,,,"Expected base address of system ID component is undefined.",1521775134293
error,log,,,"SOPC design not set.",1521775134296
error,log,,,"CPU module not set.",1521775134299
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775134302
error,log,,,"CPU architecture type not set. ",1521775134306
error,log,,,"CPU master group not set.",1521775134309
error,log,,,"Expected base address of system ID component is undefined.",1521775134312
error,log,,,"SOPC design not set.",1521775134315
error,log,,,"CPU module not set.",1521775134318
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775134321
error,log,,,"CPU architecture type not set. ",1521775134324
error,log,,,"CPU master group not set.",1521775134328
error,log,,,"Expected base address of system ID component is undefined.",1521775134331
error,log,,,"SOPC design not set.",1521775135137
error,log,,,"CPU module not set.",1521775135141
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135144
error,log,,,"CPU architecture type not set. ",1521775135147
error,log,,,"CPU master group not set.",1521775135151
error,log,,,"Expected base address of system ID component is undefined.",1521775135154
error,log,,,"SOPC design not set.",1521775135158
error,log,,,"CPU module not set.",1521775135161
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135165
error,log,,,"CPU architecture type not set. ",1521775135168
error,log,,,"CPU master group not set.",1521775135171
error,log,,,"Connected system ID hash not found on target at expected base address.",1521775135175
error,log,,,"Connected system timestamp not found on target at expected base address.",1521775135178
error,log,,,"SOPC design not set.",1521775135182
error,log,,,"CPU module not set.",1521775135185
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135188
error,log,,,"CPU architecture type not set. ",1521775135192
error,log,,,"CPU master group not set.",1521775135195
error,log,,,"SOPC design not set.",1521775135202
error,log,,,"CPU module not set.",1521775135206
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135209
error,log,,,"CPU architecture type not set. ",1521775135212
error,log,,,"SOPC design not set.",1521775135215
error,log,,,"CPU master group not set.",1521775135219
error,log,,,"CPU module not set.",1521775135222
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135231
error,log,,,"SOPC design not set.",1521775135234
error,log,,,"CPU architecture type not set. ",1521775135237
error,log,,,"CPU module not set.",1521775135241
error,log,,,"CPU master group not set.",1521775135244
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135247
error,log,,,"CPU architecture type not set. ",1521775135253
error,log,,,"CPU master group not set.",1521775135256
error,log,,,"SOPC design not set.",1521775135388
error,log,,,"CPU module not set.",1521775135391
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1521775135394
error,log,,,"CPU architecture type not set. ",1521775135398
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1521775175124
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1521775175124
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1521775175125
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1521775175125
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1521775175126
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1521775175126
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1521775175126
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1521775175127
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1521775175127
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1521775175127
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1521775175127
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1521775175128
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1521775175128
started,bundle,org.eclipse.ecf,3.0.0.v20090831-1906,"org.eclipse.ecf",1521775175128
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090831-1906,"org.eclipse.ecf.filetransfer",1521775175129
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090831-1906,"org.eclipse.ecf.identity",1521775175129
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer",1521775175129
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer.httpclient",1521775175130
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1521775175130
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1521775175131
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1521775175131
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1521775175131
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1521775175131
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1521775175132
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1521775175132
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1521775175132
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1521775175132
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1521775175133
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1521775175135
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1521775175135
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1521775175135
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1521775175136
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1521775175136
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1521775175136
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1521775175137
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1521775175137
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1521775175137
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1521775175137
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1521775175138
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1521775175138
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1521775175139
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1521775175139
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1521775175139
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1521775175140
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1521775175140
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1521775175140
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1521775175140
started,bundle,com.altera.sbtgui.integration,10.1.0.153,"com.altera.sbtgui.integration",1521775175141
started,bundle,com.altera.sbtgui.launch,10.1.0.153,"com.altera.sbtgui.launch",1521775175141
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1521775175141
started,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1521775175141
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1521775175142
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1521775175142
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1521775175142
started,bundle,org.eclipse.cdt.make.core,6.0.0.201002161416,"org.eclipse.cdt.make.core",1521775175142
started,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1521775175143
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.201002161416,"org.eclipse.cdt.managedbuilder.core",1521775175143
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.201002161416,"org.eclipse.cdt.managedbuilder.gnu.ui",1521775175143
started,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1521775175144
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1521775175144
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1521775175145
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1521775175147
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1521775175147
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1521775175148
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1521775175148
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1521775175148
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1521775175148
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1521775175148
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1521775175149
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1521775175149
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1521775175149
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1521775175149
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1521775175150
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1521775175150
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1521775175150
